is_canceled,hotel,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,reserved_room_type,customer_type,adr,total_of_special_requests,stays_in_night,total
1,0,2,22,1,1,2,0,0,0,0,2,0.01964681261059424,1,2,2
1,0,12,24,0,3,2,0,0,1,4,2,0.03307213456116696,1,3,2
1,0,175,24,0,3,2,0,0,0,4,2,0.02292128137902661,1,3,2
1,0,77,24,2,5,2,2,0,3,6,2,0.050917989349123394,2,7,4
1,0,57,25,0,3,2,2,0,1,6,2,0.04715235026542617,0,3,4
1,0,244,25,1,3,2,0,0,1,0,2,0.020923855430282863,2,4,2
1,0,244,25,1,3,2,0,0,1,0,2,0.020923855430282863,2,4,2
1,0,103,26,2,1,2,0,0,0,6,2,0.034218198630118296,1,3,2
1,0,116,26,1,3,2,0,0,0,0,2,0.01964681261059424,0,4,2
1,0,59,26,2,1,2,2,0,0,6,2,0.040930859605404664,0,3,4
1,0,171,27,2,1,2,2,0,0,6,2,0.029470218915891355,0,3,4
1,0,133,27,1,1,2,0,0,0,0,2,0.02292128137902661,1,2,2
1,0,135,28,1,2,2,2,0,0,2,2,0.032471269542159634,2,3,4
1,0,4,30,0,2,2,0,0,0,0,2,0.03151676189616159,2,2,2
1,0,119,31,2,2,2,2,0,0,2,2,0.04404160493541542,2,4,4
1,0,153,32,0,1,2,0,0,0,3,2,0.0360191564527561,1,1,2
1,0,161,32,1,2,2,2,0,0,6,2,0.04911703152648559,1,3,4
1,0,188,33,1,2,2,0,0,0,4,2,0.033509276141752684,1,3,2
1,0,76,33,2,3,2,0,0,0,4,2,0.04338671118172894,1,5,2
1,0,160,33,2,3,2,0,0,0,4,2,0.03896617834434524,0,5,2
1,0,160,33,2,3,2,0,0,0,4,2,0.03896617834434524,0,5,2
1,0,17,34,1,1,2,0,0,0,3,2,0.03929362522118848,2,2,2
1,0,51,35,2,0,2,2,0,0,6,2,0.047479797142269416,1,2,4
1,0,51,35,2,0,2,2,0,0,6,2,0.047479797142269416,1,2,4
1,0,74,35,0,3,2,2,0,0,2,2,0.038201589886916285,1,3,4
0,0,0,28,1,0,2,2,0,0,6,1,0.025049686078507653,0,1,4
0,0,41,29,1,3,1,0,0,0,3,2,0.02210266418691852,0,4,1
0,0,39,30,1,2,2,0,0,0,3,2,0.017019051423927258,1,3,2
0,0,13,31,0,1,2,1,0,0,0,2,0.02750553765483193,2,1,3
0,0,69,33,1,0,2,0,0,0,0,2,0.021938940748496897,0,1,2
0,0,74,33,1,0,2,0,0,0,0,2,0.021938940748496897,0,1,2
0,0,71,33,2,6,2,0,0,1,3,2,0.032417240807480485,0,8,2
0,0,49,36,2,5,2,0,0,1,3,2,0.035789943638965836,0,7,2
0,0,41,34,0,2,3,0,0,0,0,2,0.03590455004586097,2,2,3
0,0,70,34,3,5,2,0,0,0,4,2,0.019641900907441587,1,8,2
0,0,75,34,2,1,2,0,0,0,3,2,0.01934064978074581,0,3,2
0,0,0,35,0,1,1,0,0,0,0,2,0.025049686078507653,0,1,1
0,0,37,35,2,3,2,0,0,0,0,2,0.02168353218455917,2,5,2
0,0,49,35,0,3,2,0,1,1,4,2,0.02905599861668466,2,3,3
0,0,193,35,2,3,2,0,0,0,0,2,0.017019051423927258,1,5,2
0,0,32,35,2,4,1,1,0,0,4,2,0.02532965315820862,1,6,2
0,0,0,35,0,1,2,0,0,0,0,2,0.025049686078507653,1,1,2
0,0,13,36,2,1,2,0,0,0,5,2,0.019776154126947318,0,3,2
0,0,37,36,0,2,3,0,0,0,6,2,0.01928825828045089,1,2,3
0,0,89,37,0,2,2,0,0,0,3,2,0.01588117352689701,1,2,2
0,0,0,38,0,1,1,0,0,0,0,1,0.010642023497405213,0,1,1
0,0,172,38,2,5,2,0,0,1,0,0,0.011829018425961945,1,7,2
0,0,179,39,3,6,2,0,0,0,0,0,0.00984796482106036,0,9,2
0,0,37,39,1,3,2,2,0,0,6,2,0.02210266418691852,0,4,4
0,0,81,39,0,4,2,0,0,0,0,2,0.01588117352689701,1,4,2
0,0,38,40,4,7,2,2,0,0,6,2,0.018828195418486144,1,11,4
0,0,1,42,0,1,2,0,0,0,3,2,0.010805746935826829,1,1,2
0,0,130,42,0,2,2,0,0,0,5,2,0.015128045710157563,0,2,2
0,0,0,43,0,2,1,0,0,0,6,2,0.017354684472691576,0,2,1
0,0,109,46,0,1,2,0,0,0,5,2,0.012246513193937074,2,1,2
0,0,36,45,2,6,1,0,0,0,0,3,0.005894043783178271,0,8,1
0,0,12,45,3,10,2,0,0,0,0,3,0.007858725044237696,0,13,2
0,0,5,48,2,0,1,0,0,0,0,2,0.006548937536864746,1,2,1
0,0,0,53,1,0,2,0,0,0,4,2,0.011624364127934923,0,1,2
0,0,58,52,2,4,2,0,0,0,4,2,0.009495959428453882,1,6,2
0,0,0,53,1,0,2,0,0,0,0,2,0.012279257881621396,0,1,2
0,0,29,52,2,5,2,0,0,0,3,2,0.011624364127934923,1,7,2
0,0,2,53,0,3,2,0,0,0,0,2,0.011940350364088649,0,3,2
0,0,17,1,2,1,2,0,0,0,4,2,0.009364980677716586,1,3,2
0,0,0,2,0,1,2,0,0,0,0,2,0.005108171278754501,0,1,2
0,0,0,2,2,5,2,0,0,0,0,2,0.007858725044237696,0,7,2
0,0,11,2,1,2,2,0,0,0,4,2,0.01132966193877601,1,3,2
0,0,3,2,1,2,2,0,0,0,4,2,0.008644597548661464,0,3,2
0,0,0,2,2,4,2,0,0,0,0,2,0.006221490660021509,0,6,2
0,0,1,4,0,2,2,0,0,0,0,2,0.007367554728972839,0,2,2
0,0,0,6,1,4,2,0,0,0,0,2,0.006385214098443127,2,5,2
0,0,0,7,0,1,2,0,0,0,0,2,0.009495959428453882,0,1,2
0,0,0,8,0,1,2,0,0,0,3,2,0.0075312781673944566,0,1,2
0,0,24,9,1,1,2,0,0,0,0,2,0.006051218284063025,2,2,2
0,0,24,9,1,1,2,0,0,0,0,2,0.006051218284063025,2,2,2
0,0,4,13,2,1,2,0,0,0,3,2,0.0070401078521296016,0,3,2
0,0,6,14,1,3,2,0,0,1,4,2,0.01596303524610782,0,4,2
0,0,2,15,1,1,2,0,0,0,4,2,0.01424393914268082,1,2,2
0,0,1,15,0,2,2,0,0,0,4,2,0.013916492265837584,1,2,2
0,0,19,15,1,3,2,0,0,0,5,2,0.01653606728058348,0,4,2
0,0,26,15,2,2,3,1,0,0,7,2,0.023965836916156537,1,4,4
0,0,27,16,2,2,3,1,0,0,6,2,0.022266387625340136,0,4,4
0,0,8,16,0,1,1,0,0,0,6,2,0.01575838094808079,0,1,1
0,0,79,17,1,2,2,0,0,0,6,2,0.019155642295329383,0,3,2
0,0,79,17,1,2,2,0,0,0,5,2,0.0166997907190051,0,3,2
0,0,9,18,1,1,2,0,0,0,0,2,0.008194358093002013,1,2,2
0,0,113,18,0,2,1,0,0,0,6,2,0.012821182462796956,1,2,1
0,0,113,18,0,2,2,0,0,0,6,2,0.012821182462796956,1,2,2
0,0,179,18,0,2,2,0,0,0,0,2,0.008546363485608494,1,2,2
0,0,179,18,0,2,2,0,0,0,0,2,0.009528704116138206,1,2,2
0,0,1,18,0,3,1,0,0,0,4,2,0.014898832896367297,1,3,1
0,0,33,18,1,4,1,0,0,0,0,2,0.006074139565442053,0,5,1
0,0,0,18,0,1,2,0,0,0,4,2,0.013916492265837584,0,1,2
0,0,0,19,1,0,2,0,0,0,5,2,0.018828195418486144,1,1,2
0,0,13,19,2,0,2,0,0,0,3,2,0.011788087566356542,0,2,2
0,0,67,19,2,4,2,0,0,0,3,2,0.012415148335511342,1,6,2
0,0,77,20,0,5,2,0,0,1,5,2,0.005566596906335034,1,5,2
0,0,68,21,1,2,2,0,0,0,0,2,0.009168512551610645,0,3,2
0,0,129,22,2,1,2,0,0,0,3,2,0.010756629904300343,2,3,2
0,0,40,22,1,1,2,0,0,0,4,2,0.01817330166479967,2,2,2
0,0,129,22,2,1,2,0,0,0,3,2,0.011738970534830057,2,3,2
0,0,49,22,0,1,2,0,0,0,5,3,0.017190961034269956,1,1,2
0,0,49,22,0,1,2,0,0,0,5,3,0.017190961034269956,1,1,2
0,0,39,22,1,1,2,0,0,0,5,2,0.019810536049015854,1,2,2
0,0,5,22,1,1,2,2,0,0,6,2,0.023739898571134704,0,2,4
0,0,136,23,2,0,2,0,0,0,3,2,0.011133193812670068,0,2,2
0,0,59,23,2,0,3,0,0,0,6,2,0.023739898571134704,0,2,3
0,0,65,23,1,1,2,0,0,0,4,2,0.015553726650053772,0,2,2
0,0,1,23,0,2,1,0,0,0,5,2,0.0263594735858806,0,2,1
0,0,2,23,0,1,2,0,0,0,3,1,0.020301706364280712,0,1,2
0,0,34,23,0,3,2,0,0,0,5,2,0.027559566389511063,0,3,2
0,0,34,23,0,3,2,0,0,0,5,2,0.025704579832194128,0,3,2
0,0,129,24,2,1,2,0,0,0,0,2,0.010085363806771708,2,3,2
0,0,124,24,1,1,3,0,0,0,2,2,0.02210266418691852,2,2,3
0,0,124,24,1,1,3,0,0,0,2,2,0.02210266418691852,2,2,3
0,0,0,23,2,3,2,0,0,0,5,2,0.01964681261059424,0,5,2
0,0,0,25,1,0,1,0,0,0,0,2,0.01784585478795643,0,1,1
0,0,0,25,1,0,2,0,0,0,5,2,0.026032026709037363,0,1,2
0,0,74,25,1,1,2,0,0,0,6,2,0.024479928512800418,1,2,2
0,0,56,25,1,1,3,0,0,0,0,2,0.026850643901145457,1,2,3
0,0,56,25,1,1,2,0,0,0,0,2,0.021120323556388803,1,2,2
0,0,160,25,2,5,2,0,0,1,3,2,0.01940122745296181,2,7,2
0,0,5,26,1,2,2,0,0,0,5,2,0.03017914140425696,2,3,2
0,0,161,25,2,4,2,0,0,0,4,2,0.019073780576118568,3,6,2
0,0,57,25,2,2,2,1,0,0,0,2,0.019810536049015854,1,4,3
0,0,57,25,2,2,2,0,0,0,0,2,0.01616768954413484,1,4,2
0,0,48,26,1,1,2,2,0,0,6,3,0.030943729861685924,0,2,4
0,0,48,26,1,1,2,2,0,0,6,3,0.03290841112274535,0,2,4
0,0,0,26,0,1,2,0,0,0,4,2,0.02275755794060499,0,1,2
0,0,8,26,0,2,2,3,0,0,7,2,0.030452559546421062,0,2,5
0,0,3,26,0,1,2,0,0,0,0,2,0.016110386340687274,0,1,2
0,0,25,26,1,1,2,0,0,0,5,2,0.021305331041805237,1,2,2
0,0,170,27,0,1,2,0,0,0,0,2,0.017534780254955355,2,1,2
0,0,170,27,0,1,2,0,0,0,0,2,0.019499461516014782,2,1,2
0,0,0,28,1,0,2,0,0,0,0,2,0.015658509650643606,0,1,2
0,0,25,28,1,0,2,0,0,0,0,2,0.021447770433232042,1,1,2
0,0,29,28,0,1,2,0,0,0,2,2,0.024709141326590682,1,1,2
0,0,8,28,0,2,3,1,0,0,6,3,0.035855433014334484,0,2,4
0,0,8,28,0,2,2,2,0,0,7,3,0.03667405020644258,0,2,4
0,0,61,28,0,2,2,2,0,0,2,2,0.031107453300107543,1,2,4
0,0,61,28,0,2,2,0,0,0,5,2,0.03143490017695078,1,2,2
0,0,14,28,0,2,2,0,0,0,0,2,0.022009341827018195,1,2,2
0,0,30,28,0,3,1,0,0,0,4,2,0.023952739041082808,1,3,1
0,0,0,29,0,1,2,0,0,0,3,2,0.0263594735858806,0,1,2
0,0,2,29,0,1,2,0,0,0,0,2,0.0263594735858806,0,1,2
0,0,38,29,0,3,2,0,0,0,5,2,0.03470936894538315,1,3,2
0,0,0,29,0,1,2,0,0,0,0,2,0.02472223920166441,0,1,2
0,0,25,29,0,1,2,0,0,0,0,2,0.02539350529919305,0,1,2
0,0,22,29,1,3,2,2,0,0,2,2,0.03053442126563188,0,4,4
0,0,14,30,1,1,2,0,0,0,3,2,0.027376196138478852,0,2,2
0,0,97,30,0,1,2,0,0,0,4,2,0.03765639083697229,2,1,2
0,0,94,30,0,2,2,0,0,0,0,2,0.026195750147458983,1,2,2
0,0,130,31,1,2,4,0,0,0,0,2,0.03405447519169668,0,3,4
0,0,61,31,0,2,2,0,0,0,5,2,0.025843744754852502,1,2,2
0,0,92,31,0,4,2,0,0,0,3,2,0.03499588496262098,1,4,2
0,0,1,31,0,1,2,0,0,0,3,2,0.036182879891177716,1,1,2
0,0,38,31,0,2,2,0,0,0,3,2,0.031762347053794014,1,2,2
0,0,1,31,0,1,2,0,0,0,3,2,0.031762347053794014,1,1,2
0,0,0,32,2,2,2,0,0,0,5,2,0.038925247484739835,1,4,2
0,0,7,31,0,2,2,0,0,0,5,2,0.03619925223501988,0,2,2
0,0,0,31,1,5,2,0,0,0,0,2,0.029470218915891355,0,6,2
0,0,27,31,2,2,2,2,0,0,6,2,0.043222987743307316,0,4,4
0,0,0,32,1,0,2,0,0,0,0,2,0.01678001520383169,0,1,2
0,0,113,31,2,5,2,0,0,0,4,2,0.031729602366109694,2,7,2
0,0,113,31,2,5,2,0,0,0,4,2,0.02976492110505027,2,7,2
0,0,23,32,2,2,3,0,0,0,0,2,0.043877881496993794,3,4,3
0,0,151,33,1,2,2,0,0,0,6,2,0.033481443157221014,0,3,2
0,0,151,33,1,2,2,0,0,0,0,2,0.021758844966233117,2,3,2
0,0,22,33,0,1,1,0,0,0,4,2,0.032021030086500174,1,1,1
0,0,37,33,0,3,3,0,0,0,0,2,0.030760359610653713,1,3,3
0,0,32,33,0,2,1,0,0,0,4,2,0.041585753359091135,1,2,1
0,0,12,34,0,2,2,0,0,0,0,2,0.036182879891177716,0,2,2
0,0,0,35,0,1,2,0,0,0,0,2,0.02735654932586826,0,1,2
0,0,217,35,1,2,2,2,0,0,2,2,0.02848787828536164,1,3,4
0,0,25,35,0,2,2,2,0,0,6,2,0.050917989349123394,1,2,4
0,0,69,35,0,2,2,0,0,0,0,2,0.02382667199349816,1,2,2
0,0,18,35,0,2,2,0,0,0,3,2,0.02511026375072365,1,2,2
0,0,15,35,1,1,2,0,0,0,3,2,0.028073657986154948,1,2,2
0,0,95,36,0,3,2,0,0,0,5,2,0.03203576519595812,0,3,2
0,0,219,36,1,3,2,0,0,0,0,2,0.015226279773210531,0,4,2
0,0,219,36,1,3,2,0,0,0,0,2,0.01326159851215111,0,4,2
0,0,219,36,1,3,2,0,0,0,0,2,0.010609278809720887,1,4,2
0,0,1,36,0,1,2,0,0,0,0,2,0.0263594735858806,1,1,2
0,0,1,36,0,1,2,0,0,0,3,2,0.02521340951692927,1,1,2
0,0,16,36,0,2,2,0,0,0,6,2,0.03423457097396046,1,2,2
0,0,1,36,0,1,2,0,0,0,3,2,0.026850643901145457,0,1,2
0,0,50,36,1,4,2,0,0,0,6,2,0.03912990178276685,0,5,2
0,0,61,36,1,1,2,0,0,0,4,2,0.029633942354312975,1,2,2
0,0,237,37,1,0,3,0,0,0,4,2,0.025704579832194128,2,1,3
0,0,211,36,1,1,2,0,1,0,4,2,0.0154554925870008,2,2,3
0,0,228,36,2,2,2,0,0,0,4,2,0.018296094243615883,0,4,2
0,0,54,37,0,1,2,0,0,0,0,2,0.022692068565236343,0,1,2
0,0,205,37,0,3,2,1,0,0,2,2,0.02391999435339848,0,3,3
0,0,71,38,1,1,2,0,0,0,7,2,0.027341814216410312,1,2,2
0,0,10,38,0,2,2,0,1,0,4,2,0.021120323556388803,0,2,3
0,0,145,38,0,3,2,0,0,0,0,2,0.021447770433232042,1,3,2
0,0,55,38,2,1,4,0,0,0,7,2,0.033672999580174306,0,3,4
0,0,35,39,2,0,1,0,0,0,0,2,0.008503795391618874,1,2,1
0,0,146,40,0,1,2,0,0,0,4,3,0.019008291200749924,0,1,2
0,0,146,40,0,1,1,0,0,0,4,3,0.019008291200749924,0,1,1
0,0,146,40,0,1,2,0,0,0,4,3,0.019008291200749924,0,1,2
0,0,146,40,0,1,2,0,0,0,4,3,0.019008291200749924,0,1,2
0,0,146,40,0,1,2,0,0,0,4,3,0.019008291200749924,0,1,2
0,0,146,40,0,1,2,0,0,0,4,3,0.019008291200749924,0,1,2
0,0,0,40,0,1,1,0,0,0,3,2,0.022266387625340136,1,1,1
0,0,12,40,0,1,2,0,0,0,4,2,0.02390362200955632,0,1,2
0,0,12,41,1,0,2,0,0,0,6,2,0.032417240807480485,0,1,2
0,0,0,41,0,1,2,0,0,0,0,2,0.011377141735918278,2,1,2
0,0,0,41,0,1,2,0,0,0,3,2,0.017190961034269956,0,1,2
0,0,0,41,1,2,2,0,0,0,4,2,0.020301706364280712,0,3,2
0,0,59,41,0,1,2,0,0,0,4,2,0.014587758363366218,0,1,2
0,0,17,41,0,2,2,2,0,0,6,2,0.0263594735858806,0,2,4
0,0,100,41,1,3,2,0,0,0,6,2,0.02588467561445791,0,4,2
0,0,12,42,1,1,2,0,0,0,0,2,0.010805746935826829,2,2,2
0,0,2,42,0,1,1,0,0,0,0,2,0.0076884526682792125,1,1,1
0,0,0,42,0,2,2,0,0,0,4,2,0.01571745008847539,0,2,2
0,0,0,42,0,0,2,0,0,0,3,2,0.0,0,0,2
0,0,68,43,1,0,2,0,0,0,0,2,0.008841065674767406,0,1,2
0,0,3,42,2,1,2,0,0,0,3,2,0.014735109457945678,2,3,2
0,0,2,43,1,1,2,0,0,0,0,2,0.006982804648682035,0,2,2
0,0,1,43,0,1,2,0,0,0,0,1,0.006982804648682035,0,1,2
0,0,28,43,0,2,2,0,0,0,0,2,0.0071858217123248426,1,2,2
0,0,28,43,0,2,2,0,0,0,0,2,0.0071858217123248426,1,2,2
0,0,28,43,0,2,2,0,0,0,0,2,0.0071858217123248426,1,2,2
0,0,28,43,0,2,2,0,0,0,0,2,0.0071858217123248426,1,2,2
0,0,28,43,0,2,2,0,0,0,0,2,0.0071858217123248426,1,2,2
0,0,0,44,0,2,2,0,0,0,0,2,0.008215642139996824,0,2,2
0,0,0,45,0,3,2,0,0,0,5,2,0.01571745008847539,0,3,2
0,0,108,45,1,5,2,0,0,0,4,2,0.008426845375560713,0,6,2
0,0,25,46,0,2,2,0,0,1,3,2,0.016372343842161866,1,2,2
0,0,13,46,1,4,2,0,0,0,3,2,0.00605776722159989,0,5,2
0,0,51,46,0,2,3,0,0,0,7,2,0.015226279773210531,1,2,3
0,0,113,47,2,4,2,0,0,0,3,2,0.006174010862879239,1,6,2
0,0,54,47,2,3,2,0,0,0,0,2,0.004747979714226941,0,5,2
0,0,0,49,0,1,2,0,0,0,4,2,0.010314576620561974,0,1,2
0,0,1,49,0,1,2,0,0,0,0,2,0.010805746935826829,0,1,2
0,0,155,50,2,5,2,0,0,0,4,2,0.010118108494456029,2,7,2
0,0,0,51,1,0,2,0,0,0,0,2,0.006730670553512742,1,1,2
0,0,16,51,0,1,1,0,0,0,3,2,0.006876384413707983,0,1,1
0,0,5,52,1,0,2,0,0,0,0,2,0.005748329922983029,1,1,2
0,0,35,52,1,1,1,0,0,0,0,2,0.00491170315264856,0,2,1
0,0,0,52,0,1,2,0,0,0,0,2,0.014735109457945678,0,1,2
0,0,36,53,0,1,2,0,0,0,5,2,0.012279257881621396,0,1,2
0,0,16,53,0,1,1,0,0,0,0,2,0.00982340630529712,1,1,1
0,0,10,53,0,1,2,2,0,0,6,2,0.029470218915891355,0,1,4
0,0,1,1,0,2,2,0,0,0,4,2,0.010478300058983592,1,2,2
0,0,54,53,2,6,2,2,0,0,6,2,0.035241470120253415,0,8,4
0,0,0,2,1,0,2,0,0,0,0,2,0.005638635219240545,0,1,2
0,0,0,2,1,0,2,0,0,0,0,2,0.005073789356685962,0,1,2
0,0,12,2,0,2,2,0,0,0,0,3,0.007858725044237696,2,2,2
0,0,0,4,0,1,1,0,0,0,0,2,0.0006548937536864746,0,1,1
0,0,1,4,0,3,1,0,0,0,0,2,0.005149102138359906,1,3,1
0,0,17,4,0,3,2,0,0,0,0,2,0.007858725044237696,1,3,2
0,0,80,5,1,1,2,0,0,0,3,2,0.011296917251091686,0,2,2
0,0,1,5,0,1,2,0,0,0,5,2,0.009202894473679184,1,1,2
0,0,56,5,0,4,1,0,0,0,0,2,0.004846213777279912,0,4,1
0,0,0,6,0,1,2,0,0,0,4,2,0.011133193812670068,0,1,2
0,0,22,7,1,0,2,2,0,0,2,2,0.011961634411083458,1,1,4
0,0,0,7,0,2,2,0,0,0,0,2,0.008570922001371736,1,2,2
0,0,27,7,0,2,2,2,0,0,6,2,0.015553726650053772,1,2,4
0,0,0,7,0,1,2,0,0,0,3,2,0.011133193812670068,0,1,2
0,0,1,7,0,2,2,0,0,0,3,2,0.011133193812670068,1,2,2
0,0,24,8,1,0,2,0,0,0,3,3,0.007858725044237696,0,1,2
0,0,21,8,1,0,2,0,0,0,4,2,0.01211553444319978,0,1,2
0,0,65,7,2,3,2,0,0,0,0,2,0.007858725044237696,1,5,2
0,0,88,8,1,1,2,2,0,0,6,2,0.01457138601952406,1,2,4
0,0,88,8,1,1,2,2,0,0,6,2,0.013425321950572729,1,2,4
0,0,88,8,1,1,2,2,0,0,6,2,0.01457138601952406,1,2,4
0,0,19,9,1,0,2,0,0,1,5,2,0.014383104065339197,1,1,2
0,0,53,8,2,3,2,2,0,0,6,2,0.014800598833314325,2,5,4
0,0,53,8,2,3,2,0,0,0,4,2,0.01185357694172519,2,5,2
0,0,13,10,2,0,2,0,0,0,4,2,0.01424393914268082,0,2,2
0,0,77,10,0,1,2,0,0,0,4,2,0.008186171921080933,0,1,2
0,0,9,10,0,1,2,0,0,0,0,3,0.010642023497405213,2,1,2
0,0,0,12,1,0,2,0,0,0,5,3,0.016372343842161866,0,1,2
0,0,0,12,1,0,2,0,0,0,5,3,0.016372343842161866,0,1,2
0,0,241,12,2,5,2,0,0,0,3,3,0.006810895038339336,0,7,2
0,0,0,13,0,1,2,0,0,0,5,2,0.016372343842161866,0,1,2
